timeline_id,project_id,milestone_name,planned_date,actual_date,days_delayed,delay_reason,responsible_party,status,notes
344,277,Project Closeout,2020/01/19,09-18-2019,-123,,Third Party,Complete,
345,277,Final Inspection,2026-05-18,09/30/2022,-1326,,Third Party,COMPLETE,
346,372,Project Closeout,2026/12/27,,,,Third Party,Complete,
347,372,Bid Award,08/22/2024,04-05-2020,-1600,,Engineer,In Progress,
348,372,Environmental Review,2025-11-19,05/03/2024,-624,,Third Party,NOT STARTED,Permit dependent
349,305,Substantial Completion,02/01/2021,2022/11/28,665,Utility conflicts,Contractor,In progress,Permit dependent
350,305,Bid Award,2021-06-22,,,,Contractor,Skipped,Permit dependent
351,442,Ground Breaking,07/20/2020,18/05/2019,-429,,Regulator,Delayed,
352,442,Design Complete,2023/06/05,22/04/2022,-409,,Engineer,Complete,
353,161,Design Complete,2018-08-12,06-09-2027,3223,Funding gap,Owner,Skipped,On critical path
354,161,Ground Breaking,2026/05/29,23/05/2024,-736,,Utility,In Progress,
355,161,50% Complete,13/04/2021,2023/08/07,?,Environmental review,Owner,Complete,
356,161,Final Inspection,12/06/2025,,?,Labor shortage,Contractor,In Progress,
357,161,Bid Award,2021/03/19,2026/06/21,1920,Weather,Engineer,Not Started,On critical path
358,161,Environmental Review,2027/12/17,06-26-2019,-3096,,Contractor,Skipped,
359,160,50% Complete,19/10/2025,2019-12-22,-2128,,Utility,Not Started,Float available
360,160,Final Inspection,10-14-2024,2025/11/13,,Funding gap,Utility,Complete,
361,27,50% Complete,08-24-2025,2024-10-27,-301,,Owner,Delayed,
362,27,Environmental Review,06/11/2020,,,,Regulator,Complete,
363,27,Substantial Completion,2021/10/01,14/11/2027,2235,Labor shortage,Engineer,COMPLETE,On critical path
364,27,Project Closeout,20/07/2022,,,,Regulator,Delayed,Permit dependent
365,27,Final Inspection,17/12/2018,,,,Owner,Skipped,
366,27,Design Complete,2025-03-23,,,,Owner,Not Started,
367,27,Bid Award,01/02/2023,01-29-2024,362,Permitting,Owner,In Progress,
368,183,Bid Award,09/06/2020,,1818,Weather,Contractor,Complete,
369,183,Design Complete,03-04-2027,2023-07-01,-1342,,Utility,Complete,On critical path
370,273,Final Inspection,02/15/2027,02-15-2024,-1096,,Utility,Not Started,Permit dependent
371,273,Design Complete,2023-01-25,04/03/2021,-662,,Utility,Not Started,
372,273,Substantial Completion,2019-06-29,2023-04-13,1384,Environmental review,Contractor,Skipped,Float available
373,273,50% Complete,05-12-2021,2027-07-11,2251,,Owner,Complete,
374,273,Ground Breaking,2025/09/20,04-16-2019,-2349,,Utility,Delayed,Float available
375,273,Project Closeout,09-05-2026,08/10/2022,-1428,,Third Party,Skipped,
376,273,Environmental Review,01/11/2021,07-12-2022,253,,Third Party,Delayed,
377,273,Bid Award,11/12/2018,17/11/2019,341,Weather,Owner,Not Started,
378,146,Design Complete,,2023/06/24,-691,,Contractor,,Permit dependent
379,146,Final Inspection,,25/11/2024,-422,,Third Party,In Progress,
380,146,50% Complete,07/29/2026,,,Permitting,Third Party,In progress,Float available
381,146,Substantial Completion,10-25-2018,14/12/2018,50,Funding gap,Third Party,In Progress,
382,337,Substantial Completion,2026/02/07,2025/07/06,-216,,Owner,,On critical path
383,337,Design Complete,2027/04/07,2020-10-26,-2354,,Engineer,In Progress,Float available
384,337,Ground Breaking,2022/06/01,2023/08/09,434,Contractor issues,Engineer,Delayed,
385,243,50% Complete,2021-01-24,27/04/2021,,Contractor issues,Utility,Not Started,Float available
386,243,Bid Award,07/07/2024,01-18-2026,560,Permitting,Owner,Skipped,
387,243,Substantial Completion,07/05/2027,10-20-2021,-2025,,Engineer,Skipped,
388,133,Project Closeout,,,670,Weather,Third Party,Delayed,
389,133,Design Complete,05/11/2023,2022/12/08,-154,,Third Party,Not Started,
390,133,50% Complete,2022-03-04,16/07/2026,1595,Utility conflicts,Owner,Complete,
391,133,Substantial Completion,08/01/2023,2024/09/17,413,Supply chain delays,Utility,In Progress,
392,484,Design Complete,03/09/2020,03-18-2024,,,Contractor,Skipped,Permit dependent
393,484,Final Inspection,29/07/2025,01-09-2022,,,Contractor,Not Started,Float available
394,484,50% Complete,2024-01-18,26/02/2022,-691,,Third Party,Delayed,
395,484,Environmental Review,08-03-2027,01-31-2024,,,Engineer,Complete,Permit dependent
396,484,Project Closeout,,05/04/2022,-448,,Third Party,In Progress,On critical path
397,484,Bid Award,05/20/2027,,-3262,,Owner,Complete,On critical path
398,286,Design Complete,2025/03/20,2021-02-28,-1481,,Utility,Complete,
399,286,Project Closeout,10/11/2018,2020/04/06,513,,Contractor,Not Started,Permit dependent
400,286,Environmental Review,02/09/2020,2026-03-24,N/A,Environmental review,Utility,In Progress,Float available
401,286,Final Inspection,2023/11/19,11/23/2020,-1091,,Third Party,complete,
402,286,Substantial Completion,,11/07/2020,519,Funding gap,Owner,Not Started,Float available
403,286,50% Complete,12-07-2024,11-28-2020,-1470,,Contractor,Delayed,
404,405,Design Complete,,05-30-2027,307,Funding gap,Owner,Delayed,
405,405,50% Complete,09-06-2026,,,,Engineer,Skipped,On critical path
406,299,Substantial Completion,07/27/2027,2020/10/02,-2489,,Contractor,Delayed,
407,299,50% Complete,24/04/2027,2026/08/03,N/A,,Third Party,Skipped,
408,460,Substantial Completion,08/25/2026,10/08/2020,,,Engineer,Complete,
409,460,Bid Award,04/06/2023,09-17-2027,1625,Labor shortage,Contractor,Delayed,
410,460,Final Inspection,12-30-2027,2022-05-02,-2068,,Owner,Complete,Float available
411,251,Design Complete,,07-16-2019,-1989,,Utility,Not Started,On critical path
412,251,Environmental Review,06/07/2025,11-28-2018,,,Contractor,Not Started,Permit dependent
413,251,Bid Award,10/08/2023,11/20/2023,102,Utility conflicts,Contractor,Not Started,Permit dependent
414,251,50% Complete,2018-10-17,18/06/2025,2436,Permitting,Utility,Delayed,
415,251,Substantial Completion,12-09-2024,11-21-2021,-1114,,Third Party,Delayed,Permit dependent
416,173,Bid Award,08/17/2027,11-08-2027,83,Contractor issues,Contractor,Not Started,On critical path
417,173,Ground Breaking,10/09/2027,11/02/2023,,,Third Party,NOT STARTED,Permit dependent
418,173,Final Inspection,,02/01/2025,896,Funding gap,Engineer,In Progress,
419,173,Substantial Completion,2021-03-12,2021-06-22,,,Owner,In Progress,Permit dependent
420,432,Ground Breaking,2019-04-10,05/01/2019,-95,,Contractor,In progress,
421,432,Substantial Completion,09-28-2023,10/16/2024,384,Right-of-way,Utility,Complete,On critical path
422,432,Environmental Review,05/06/2027,2026/03/11,-451,,Owner,Skipped,Permit dependent
423,432,Bid Award,19/08/2025,03/27/2027,585,Funding gap,Engineer,Delayed,
424,432,Final Inspection,29/09/2022,06/02/2025,TBD,Permitting,Third Party,Not Started,
425,432,Design Complete,2026-04-10,19/09/2019,-2395,,Third Party,Skipped,
426,408,Substantial Completion,2022-06-14,,,,Utility,Complete,
427,408,Design Complete,2025-02-01,,,,Utility,In Progress,
428,408,50% Complete,10-21-2025,18/06/2026,240,Design changes,Engineer,COMPLETE,Float available
429,408,Ground Breaking,,,?,,Third Party,Delayed,
430,261,Bid Award,28/01/2025,2023/09/18,-498,,Contractor,Skipped,
431,261,Environmental Review,2025-04-01,2020/01/25,,,Owner,In Progress,On critical path
432,261,Substantial Completion,08/10/2027,06/06/2024,-1160,,Owner,NOT STARTED,
433,261,Final Inspection,2024-03-13,2020/10/25,-1235,,Utility,Skipped,
434,261,50% Complete,04-03-2020,27/10/2020,,,Owner,In Progress,
435,261,Project Closeout,2024-02-12,05/06/2026,814,Permitting,Regulator,Skipped,
436,261,Ground Breaking,04-27-2019,02/25/2027,N/A,Design changes,Third Party,Not Started,Permit dependent
437,302,Project Closeout,04-17-2025,01-27-2026,285,Contractor issues,Contractor,In Progress,On critical path
438,302,Final Inspection,,2020-11-27,?,,Third Party,In Progress,Float available
439,302,Bid Award,18/11/2023,2021/02/21,-1000,,Third Party,Delayed,
440,302,Substantial Completion,08-22-2026,2026/08/28,6,Funding gap,Owner,COMPLETE,Permit dependent
441,302,Design Complete,,10-21-2026,102,Utility conflicts,Third Party,Not Started,
442,302,Environmental Review,2023-08-11,11/09/2026,1127,Environmental review,Owner,Complete,On critical path
443,302,Ground Breaking,2020-03-10,03/16/2020,6,Design changes,Regulator,In Progress,
444,248,Environmental Review,23/02/2022,,,,Regulator,Delayed,On critical path
445,248,Project Closeout,29/09/2021,13/03/2025,1261,Utility conflicts,Utility,Skipped,Permit dependent
446,248,Final Inspection,01/01/2019,2027-07-02,TBD,Weather,Utility,Not Started,Permit dependent
447,248,Ground Breaking,2023-10-18,,,,Engineer,COMPLETE,Permit dependent
448,248,Bid Award,07/11/2018,07/22/2022,,Design changes,Contractor,In Progress,
449,248,50% Complete,2018/09/27,,,,Utility,Not Started,On critical path
450,248,Design Complete,10/01/2024,,,,Regulator,Skipped,Permit dependent
451,83,Bid Award,,07/11/2018,-2208,,Owner,Delayed,Permit dependent
452,83,50% Complete,02-16-2019,,,,Contractor,Skipped,Permit dependent
453,83,Design Complete,2024/06/11,,,,Engineer,complete,On critical path
454,83,Final Inspection,12/05/2021,,,,Owner,Delayed,Permit dependent
455,83,Ground Breaking,,21/01/2024,36,Design changes,Owner,In Progress,On critical path
456,83,Environmental Review,03/10/2020,2022-04-09,760,Weather,Third Party,Delayed,
457,334,Bid Award,2023/05/04,11-23-2019,-1258,,Regulator,Delayed,Float available
458,334,Ground Breaking,2026-08-11,2022/02/17,-1636,,Engineer,Delayed,
459,334,Final Inspection,02-03-2025,25/01/2024,-375,,Contractor,Delayed,Float available
460,334,Substantial Completion,2026/11/05,,-2289,,Contractor,Delayed,
461,334,Project Closeout,2018-10-09,2023/10/27,1844,,Utility,Delayed,On critical path
462,334,50% Complete,03/17/2019,12/29/2024,2114,Environmental review,Third Party,Delayed,Permit dependent
463,157,Bid Award,10/24/2025,,,,Engineer,Not Started,On critical path
464,157,Design Complete,2021-08-01,,,,Contractor,Delayed,Permit dependent
465,157,Ground Breaking,11/10/2026,2018/06/24,-3031,,Contractor,Delayed,
466,157,Project Closeout,2021/12/21,,,,Owner,complete,
467,157,50% Complete,10/01/2024,,,,Contractor,In Progress,
468,157,Final Inspection,06/07/2022,04-04-2019,-1189,,Owner,Complete,Float available
469,157,Substantial Completion,17/11/2019,,,,Engineer,Skipped,On critical path
470,171,Design Complete,04/18/2020,,2168,Weather,Contractor,Complete,
471,171,Final Inspection,07/09/2021,2025-05-05,1336,Right-of-way,Regulator,Delayed,
472,311,Ground Breaking,2023-01-29,24/01/2026,1091,Environmental review,Utility,In progress,On critical path
473,311,Project Closeout,03-07-2019,29/05/2025,2275,Weather,Utility,Complete,On critical path
474,311,Bid Award,11-08-2018,2022/08/07,1368,Right-of-way,Engineer,Skipped,
475,311,Environmental Review,2027/10/14,08/05/2023,-1531,,Owner,Not Started,
476,311,Design Complete,05-05-2026,2022-01-05,-1581,,Owner,Complete,On critical path
477,311,Final Inspection,2021-06-07,2021-08-13,67,,Engineer,Skipped,Float available
478,480,Project Closeout,15/05/2023,2025-11-22,922,Contractor issues,Owner,Skipped,Float available
479,480,Design Complete,2025-05-20,07/10/2021,-1321,,Utility,NOT STARTED,On critical path
480,480,Final Inspection,,08-01-2018,TBD,,Regulator,In Progress,Permit dependent
481,480,50% Complete,2022/06/23,09-14-2022,,Funding gap,Third Party,Complete,
482,480,Ground Breaking,06/11/2024,2020/12/04,-1285,,Third Party,Not Started,On critical path
483,289,Final Inspection,2026-08-29,12-07-2018,-2822,,Utility,Not Started,
484,289,Design Complete,2019-04-26,04-28-2023,1463,Weather,Contractor,Delayed,On critical path
485,289,Ground Breaking,05/06/2023,2026/01/24,964,Utility conflicts,Contractor,Delayed,Permit dependent
486,289,50% Complete,19/07/2027,2022/01/01,-2025,,Regulator,In Progress,Permit dependent
487,289,Project Closeout,2022/12/14,02-11-2022,-306,,Contractor,Complete,Float available
488,289,Bid Award,06/08/2025,28/06/2023,-770,,Engineer,Skipped,
489,285,Substantial Completion,08-05-2021,2026-11-09,1922,,Owner,In Progress,
490,285,Project Closeout,2019/05/12,2025-08-14,2286,Funding gap,Owner,Delayed,Permit dependent
491,285,Bid Award,03/02/2020,2018-09-17,-504,,Utility,Complete,Float available
492,285,50% Complete,11/08/2018,11/24/2022,1477,,Third Party,Delayed,Permit dependent
493,285,Design Complete,2020/09/03,07/21/2026,2147,Labor shortage,Third Party,In Progress,
494,285,Ground Breaking,,26/05/2027,1227,,Third Party,In Progress,
495,285,Final Inspection,,2019/05/26,N/A,,Utility,Complete,Float available
496,285,Environmental Review,,02/01/2023,41,Permitting,Utility,Delayed,
497,455,Bid Award,04-16-2022,06/15/2018,-1401,,Third Party,In Progress,Permit dependent
498,455,Ground Breaking,2019/09/20,06/20/2022,1004,Labor shortage,Owner,Not Started,
499,455,Substantial Completion,2022/11/02,09/20/2019,N/A,,Owner,Delayed,
500,455,Final Inspection,2018-11-30,09-17-2019,291,Contractor issues,Engineer,In progress,
501,455,50% Complete,07/11/2023,07-21-2024,376,Labor shortage,Owner,Complete,
502,279,Project Closeout,04/10/2021,2021/07/22,-74,,Third Party,Skipped,
503,279,Bid Award,2020-07-29,,,,Regulator,In Progress,Float available
504,279,Environmental Review,2020-10-30,,,,Engineer,Not Started,Permit dependent
505,279,Substantial Completion,06/27/2027,01-01-2026,-542,,Third Party,,Permit dependent
506,279,Design Complete,2022/10/05,10-18-2024,744,,Contractor,Delayed,
507,279,Ground Breaking,,,,,Owner,NOT STARTED,
508,279,Final Inspection,03/08/2021,,,,Contractor,complete,
509,279,50% Complete,2021-08-16,2023/11/09,815,Utility conflicts,Engineer,Delayed,On critical path
510,92,Final Inspection,2025-05-03,2026-10-14,529,,Engineer,Not Started,
511,92,Substantial Completion,14/05/2025,24/06/2027,771,,Utility,Delayed,On critical path
512,92,50% Complete,2026/12/03,,,,Utility,In Progress,On critical path
513,92,Ground Breaking,,10/28/2021,-1358,,Regulator,Delayed,
514,92,Design Complete,04-27-2020,10/21/2020,177,Environmental review,Regulator,In Progress,
515,92,Environmental Review,03/13/2022,03/18/2027,1831,Labor shortage,Utility,,On critical path
516,92,Bid Award,2023/01/08,10-30-2023,295,Funding gap,Owner,Complete,
517,464,Project Closeout,,2021/06/12,-1988,,Owner,In Progress,On critical path
518,464,Environmental Review,,09/11/2025,2550,Utility conflicts,Third Party,Delayed,On critical path
519,464,Final Inspection,01/31/2022,05/04/2024,795,,Owner,Not Started,On critical path
520,464,Substantial Completion,11-28-2021,,-697,,Owner,Skipped,Float available
521,464,50% Complete,11/30/2021,02/04/2025,,Design changes,Owner,In Progress,
522,464,Design Complete,2024-02-15,04/19/2027,1159,Permitting,Utility,Not Started,Float available
523,148,Project Closeout,04/04/2021,01/09/2025,1376,Labor shortage,Regulator,Skipped,
524,148,50% Complete,13/08/2026,01/07/2025,-408,,Regulator,Not Started,Float available
525,148,Design Complete,2022-05-29,2027/07/04,1862,,Utility,,
526,148,Environmental Review,05-28-2026,02-19-2024,-829,,Utility,Not Started,
527,148,Substantial Completion,29/12/2022,,,,Contractor,Delayed,On critical path
528,175,Substantial Completion,2027-05-02,2026/11/19,-164,,Regulator,Skipped,
529,175,Bid Award,22/01/2025,2023-07-13,-559,,Contractor,Complete,
530,175,Environmental Review,2022-10-16,16/12/2018,-1400,,Third Party,In progress,
531,175,Project Closeout,2022-02-26,12-24-2026,1762,Weather,Utility,Delayed,
532,175,Ground Breaking,09/03/2021,05/10/2020,-303,,Third Party,Delayed,
533,175,Design Complete,2021/02/08,2027-07-08,2341,Supply chain delays,Engineer,In Progress,
534,175,50% Complete,,16/12/2019,-1250,,Third Party,Complete,Float available
535,175,Final Inspection,2026/12/16,2026/08/09,-129,,Contractor,,On critical path
536,177,50% Complete,08-22-2019,,?,,Contractor,In Progress,
537,177,Bid Award,22/01/2021,28/11/2027,2501,Supply chain delays,Engineer,Not Started,
538,177,Project Closeout,2022/09/23,,,,Engineer,Skipped,
539,177,Design Complete,,,,,Third Party,,Float available
540,355,50% Complete,25/05/2020,11/24/2019,,,Regulator,In Progress,Float available
541,355,Substantial Completion,11/08/2023,11-01-2019,-1468,,Owner,Not Started,Permit dependent
542,355,Bid Award,2018-11-04,2022-12-18,1505,Contractor issues,Engineer,Delayed,
543,355,Project Closeout,,09-22-2021,76,Labor shortage,Contractor,Delayed,On critical path
544,355,Final Inspection,06-28-2020,06/07/2027,2564,Labor shortage,Owner,Delayed,Permit dependent
545,355,Design Complete,10-29-2027,09/17/2025,-772,,Owner,In Progress,Float available
546,355,Ground Breaking,2021/05/07,2025-09-18,1595,Right-of-way,Contractor,,Permit dependent
547,355,Environmental Review,12/15/2023,2026-02-11,789,,Third Party,Delayed,
548,152,50% Complete,2025/07/10,11/01/2025,114,Design changes,Contractor,In Progress,
549,152,Environmental Review,04/26/2027,03/07/2019,-2854,,Third Party,Not Started,On critical path
550,14,Final Inspection,11-19-2024,03-16-2026,482,Funding gap,Owner,Complete,Float available
551,14,Substantial Completion,2020-07-17,2021/12/13,514,Utility conflicts,Owner,Not Started,
552,14,50% Complete,2021/02/23,,,,Utility,In Progress,Float available
553,14,Bid Award,02-21-2024,2025-03-16,,Contractor issues,Contractor,Delayed,
554,14,Environmental Review,03/22/2023,12/06/2021,-648,,Regulator,Delayed,Permit dependent
555,14,Project Closeout,08/11/2018,06-04-2027,3219,Labor shortage,Contractor,Not Started,Permit dependent
556,471,Final Inspection,03/02/2022,2026/03/07,1466,Environmental review,Owner,In Progress,Float available
557,471,Project Closeout,2023-06-07,2022/12/29,-160,,Third Party,Not Started,On critical path
558,471,Bid Award,2019/07/05,12/01/2021,880,Right-of-way,Utility,Delayed,
559,471,Environmental Review,06/21/2027,08/16/2021,-2135,,Owner,Skipped,
560,404,Final Inspection,2027/09/05,05/15/2021,-2304,,Utility,Delayed,Float available
561,404,Substantial Completion,05/02/2025,2021/04/03,-1490,,Contractor,Not Started,Float available
562,404,Project Closeout,2026/02/10,19/01/2019,-2579,,Engineer,Complete,Permit dependent
563,404,50% Complete,2019/02/20,12-13-2024,2123,Utility conflicts,Engineer,Skipped,
564,404,Ground Breaking,17/10/2022,04-24-2019,-1272,,Owner,Not Started,On critical path
565,404,Design Complete,12/21/2027,2027-11-11,-40,,Utility,Skipped,On critical path
566,404,Bid Award,2020-12-03,,-559,,Utility,Skipped,
567,144,Bid Award,2022/11/26,,1534,Labor shortage,Third Party,Complete,
568,144,50% Complete,04/02/2027,11/12/2019,-2641,,Engineer,Skipped,
569,144,Substantial Completion,10-11-2026,2025/09/27,-379,,Owner,Skipped,Permit dependent
570,144,Project Closeout,11-05-2025,2019/04/19,-2392,,Third Party,COMPLETE,On critical path
571,144,Final Inspection,10/19/2024,2022-09-02,-778,,Engineer,Complete,Float available
572,144,Ground Breaking,2021/06/12,2026/05/26,1809,Labor shortage,Contractor,Delayed,Float available
573,144,Design Complete,03-24-2020,2027/10/22,2768,Utility conflicts,Engineer,Skipped,On critical path
574,144,Environmental Review,01-12-2023,2019/09/26,-1204,,Regulator,NOT STARTED,Float available
575,78,Substantial Completion,03-07-2025,2026/08/21,532,Weather,Utility,COMPLETE,
576,78,50% Complete,27/08/2022,,,,Utility,In Progress,On critical path
577,78,Ground Breaking,25/11/2019,,TBD,,Regulator,In Progress,Permit dependent
578,78,Project Closeout,2023-04-10,2024-07-09,456,Supply chain delays,Engineer,Delayed,Float available
579,78,Final Inspection,2022/10/14,2022-09-26,-18,,Regulator,In Progress,
580,78,Bid Award,10/11/2020,,,,Owner,Not Started,
581,63,50% Complete,09/06/2024,2023-06-01,-374,,Third Party,Skipped,Permit dependent
582,63,Substantial Completion,09/07/2027,10-07-2026,-275,,Third Party,In Progress,
583,11,Bid Award,10-04-2020,2023/05/24,962,Supply chain delays,Engineer,Not Started,On critical path
584,11,50% Complete,2025/03/01,29/07/2025,150,Permitting,Owner,Complete,
585,11,Design Complete,2027/01/31,,,,Owner,Skipped,Permit dependent
586,11,Environmental Review,08/18/2020,24/09/2027,,Labor shortage,Third Party,NOT STARTED,
587,11,Final Inspection,21/01/2023,04-10-2019,-1382,,Engineer,In progress,
588,11,Ground Breaking,2020-02-10,16/05/2027,2652,Utility conflicts,Owner,In Progress,
589,5,Ground Breaking,2027-04-29,06/11/2018,-3096,,Utility,Skipped,
590,5,Substantial Completion,07/30/2027,2023-12-30,-1308,,Third Party,COMPLETE,On critical path
591,5,Final Inspection,15/12/2026,06-08-2021,-2016,,Owner,Not Started,Permit dependent
592,5,Design Complete,2021/05/12,09/30/2023,,,Contractor,Delayed,
593,5,Environmental Review,2025/02/10,2019/06/19,-2063,,Engineer,Complete,
594,5,Project Closeout,2018-09-24,03/12/2025,2627,,Engineer,In Progress,Permit dependent
595,448,50% Complete,2027/04/24,2027-03-17,-38,,Regulator,Delayed,
596,448,Environmental Review,09-23-2024,2023/02/03,-598,,Third Party,complete,
597,448,Project Closeout,,02/15/2019,-1005,,Third Party,In progress,
598,448,Ground Breaking,09-18-2019,10-13-2023,1486,Right-of-way,Owner,Skipped,
599,435,Final Inspection,2023/02/10,2024-09-26,594,Supply chain delays,Contractor,Not Started,
600,435,Environmental Review,2026/12/07,2021/08/02,-1953,,Owner,Delayed,
601,435,Bid Award,04/08/2020,10-22-2026,2388,Environmental review,Engineer,Not Started,
602,435,Substantial Completion,,10/20/2023,1084,,Contractor,Delayed,
603,326,Bid Award,2023/09/21,2019-01-05,-1720,,Utility,Skipped,On critical path
604,326,Ground Breaking,2020/11/17,06-26-2027,2412,,Utility,Not Started,Float available
605,326,Project Closeout,2025-06-08,2021-09-21,-1356,,Owner,In Progress,
606,326,Environmental Review,2022/03/20,07/21/2024,854,Permitting,Contractor,Skipped,On critical path
607,326,Substantial Completion,2027/10/25,2024-06-01,-1241,,Third Party,Complete,Float available
608,303,Ground Breaking,05-22-2020,2027/07/19,2614,Utility conflicts,Third Party,In Progress,
609,303,Design Complete,07-29-2025,2024/05/16,-439,,Engineer,COMPLETE,
610,303,Environmental Review,07-21-2021,2022/11/09,,Funding gap,Utility,Complete,
611,313,50% Complete,08-03-2026,,-1128,,Utility,Skipped,Float available
612,313,Environmental Review,,02/01/2019,-2340,,Third Party,Complete,Permit dependent
613,205,Final Inspection,09-16-2025,13/12/2026,453,Labor shortage,Regulator,Skipped,Float available
614,205,Design Complete,2019-07-15,,2850,Weather,Engineer,In Progress,Permit dependent
615,205,Project Closeout,05/09/2019,23/05/2024,1841,Labor shortage,Contractor,Not Started,Float available
616,205,Environmental Review,08/02/2022,08-25-2025,,Contractor issues,Third Party,Skipped,
617,205,Bid Award,10-08-2027,2020/03/17,-2761,,Engineer,Delayed,
618,205,Substantial Completion,07/15/2021,2021/08/13,29,Contractor issues,Third Party,Delayed,Permit dependent
619,205,50% Complete,2025-12-12,08-09-2027,605,Weather,Engineer,Complete,
620,61,Ground Breaking,2020/11/14,2021/03/21,127,Utility conflicts,Utility,Not Started,
621,61,Environmental Review,2021-02-04,2025-12-17,?,Contractor issues,Contractor,In Progress,
622,61,Bid Award,2020-11-26,03-23-2025,1578,Permitting,Contractor,Complete,Float available
623,57,50% Complete,09-15-2026,,,,Owner,Not Started,Float available
624,57,Project Closeout,03/10/2022,,,,Utility,NOT STARTED,
625,57,Bid Award,2021/01/10,,,,Utility,Complete,
626,419,Design Complete,2022/04/06,09/18/2021,-200,,Utility,In Progress,Float available
627,419,Bid Award,05/26/2020,01/02/2019,-510,,Owner,In Progress,
628,419,Ground Breaking,10-06-2023,2026/03/15,891,Design changes,Owner,Complete,
629,419,Project Closeout,2026/07/25,03-12-2021,-1961,,Contractor,Complete,
630,419,Final Inspection,02/04/2021,01-21-2021,-71,,Utility,Skipped,Float available
631,229,Design Complete,2020-09-04,08/09/2027,,Weather,Contractor,Not Started,
632,229,Substantial Completion,,07-13-2026,-297,,Regulator,In Progress,On critical path
633,270,Design Complete,09/03/2024,01/18/2019,-2055,,Engineer,Delayed,On critical path
634,270,Bid Award,2026/04/18,08/05/2019,-2448,,Contractor,Not Started,On critical path
635,270,Environmental Review,01/11/2023,2022-04-30,-256,,Third Party,Skipped,
636,270,Final Inspection,05/13/2027,12/31/2020,-2324,,Engineer,Delayed,Float available
637,270,Ground Breaking,2019-02-01,2025/09/09,2412,Supply chain delays,Engineer,COMPLETE,Float available
638,270,Project Closeout,06-10-2022,17/02/2026,1348,Funding gap,Engineer,complete,Permit dependent
639,270,Substantial Completion,03-09-2021,2021/10/03,208,Supply chain delays,Utility,In Progress,Permit dependent
640,165,Final Inspection,05-18-2025,21/05/2026,368,Funding gap,Owner,Delayed,Permit dependent
641,165,Bid Award,2025-03-06,11/09/2027,,,Regulator,In Progress,
642,165,Ground Breaking,03/07/2020,19/04/2027,2481,Weather,Third Party,Complete,Float available
643,165,50% Complete,10/15/2023,05/09/2026,1056,Weather,Engineer,Complete,
644,165,Design Complete,03-21-2026,18/04/2023,-1068,,Regulator,NOT STARTED,Permit dependent
645,165,Substantial Completion,2024/05/13,2020-05-09,-1465,,Third Party,In Progress,Float available
646,165,Environmental Review,22/11/2020,2025-05-23,1643,Weather,Contractor,Complete,Permit dependent
647,385,Project Closeout,05-17-2022,21/11/2027,2014,,Regulator,,Permit dependent
648,385,Design Complete,2021/09/17,06/11/2023,632,Utility conflicts,Regulator,Not Started,
649,385,Bid Award,2022/10/07,01/11/2023,96,Weather,Contractor,Skipped,Float available
650,385,Environmental Review,17/08/2026,10-06-2026,50,Contractor issues,Regulator,,Float available
651,385,50% Complete,06-19-2022,07/16/2022,27,Supply chain delays,Contractor,complete,Float available
652,191,Bid Award,,2027/07/04,3302,,Utility,Delayed,Permit dependent
653,191,Final Inspection,2020-05-14,2022/08/09,817,Right-of-way,Regulator,COMPLETE,
654,191,50% Complete,12/01/2026,15/10/2021,-1550,,Regulator,Not Started,
655,191,Design Complete,12-09-2027,2022/12/09,-1826,,Regulator,Not Started,
656,107,50% Complete,2025/02/16,15/04/2019,-2134,,Regulator,Delayed,On critical path
657,107,Environmental Review,13/10/2024,,-62,,Contractor,COMPLETE,Float available
658,107,Project Closeout,02/06/2021,2027/12/04,2376,Right-of-way,Owner,Not Started,
659,107,Substantial Completion,,2023-03-25,-1115,,Utility,Delayed,Permit dependent
660,107,Final Inspection,2023-09-12,,TBD,,Regulator,Delayed,
661,107,Ground Breaking,11/06/2020,2024/02/25,1206,Weather,Owner,In Progress,
662,107,Design Complete,2022-12-01,07-01-2020,-883,,Owner,,On critical path
663,290,Design Complete,10-18-2024,2027-03-29,892,Right-of-way,Engineer,Not Started,
664,290,Project Closeout,,10/24/2021,-486,,Engineer,Skipped,
665,333,Bid Award,08/18/2021,2026/03/07,1662,Labor shortage,Regulator,Complete,Float available
666,333,Environmental Review,2018/11/08,2025/02/20,,,Contractor,Skipped,Float available
667,333,Substantial Completion,20/03/2019,2019-02-01,-47,,Engineer,Not Started,
668,333,Design Complete,2022/09/24,05/19/2026,1333,Environmental review,Regulator,Skipped,Float available
669,333,Final Inspection,2025/05/05,04-01-2027,,Supply chain delays,Owner,Not Started,Permit dependent
670,17,Ground Breaking,20/10/2027,,,,Owner,Complete,
671,17,Substantial Completion,04/10/2018,2019/06/06,245,Design changes,Owner,In progress,
672,17,Bid Award,2020/09/18,,,,Contractor,Complete,
673,17,Design Complete,2020-07-18,,,,Utility,In progress,Float available
674,178,50% Complete,2026-04-14,19/12/2021,,,Third Party,Complete,
675,178,Ground Breaking,21/07/2021,12/13/2020,-220,,Contractor,In Progress,
676,178,Final Inspection,08/08/2023,2021-06-26,-773,,Owner,Complete,Float available
677,178,Bid Award,01/03/2020,11-26-2023,,Labor shortage,Contractor,Not Started,
678,178,Substantial Completion,06-21-2026,2026/05/17,-35,,Third Party,Complete,
